Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
1,New Delhi,77.21790746,28.56074218,"Chinese, Fast Food, North Indian",500,Indian Rupees(Rs.),No,Yes,2,3.6,438
1,New Delhi,77.2004093,28.5194377,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,2,2.8,16
1,Noida,77.3075696,28.5784806,"Healthy Food, Juices",700,Indian Rupees(Rs.),No,Yes,2,3.5,14
1,New Delhi,77.23888333,28.63209722,North Indian,400,Indian Rupees(Rs.),No,No,1,3.2,26
1,New Delhi,77.2441084,28.5335898,Modern Indian,2000,Indian Rupees(Rs.),Yes,No,4,4.6,304
1,New Delhi,77.2198577,28.6352499,"North Indian, Asian",1200,Indian Rupees(Rs.),Yes,Yes,3,4.1,400
1,New Delhi,77.294789,28.6397222,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,1,2.9,6
1,New Delhi,77.2211471,28.6917878,"Mughlai, Biryani",300,Indian Rupees(Rs.),No,No,1,0,0
1,Ranchi,85.33981957,23.36974563,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,3.4,13
1,New Delhi,77.2072368,28.5580078,Raw Meats,300,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1364744,28.6205175,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.20695868,28.6815983,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",400,Indian Rupees(Rs.),No,No,1,3.2,28
1,New Delhi,77.21114504,28.70302109,North Indian,100,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2024756,28.5565678,Beverages,250,Indian Rupees(Rs.),No,No,1,3.5,16
1,New Delhi,77.2400534,28.5394362,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,Yes,1,3.6,36
1,Gurgaon,77.0875189,28.4949162,"Fast Food, Burger",400,Indian Rupees(Rs.),No,Yes,1,3.9,296
1,Noida,77.3682633,28.54079875,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,2,3.3,13
1,New Delhi,77.1917396,28.6991164,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.21807376,28.56028103,Cafe,700,Indian Rupees(Rs.),No,Yes,2,4.2,73
1,Faridabad,77.3144487,28.4175882,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,2,3.3,219
1,New Delhi,77.204991,28.6945186,Chinese,300,Indian Rupees(Rs.),No,No,1,3.4,39
1,New Delhi,77.2254715,28.6551819,Mughlai,200,Indian Rupees(Rs.),No,No,1,3.7,30
1,New Delhi,77.3130113,28.6784414,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.1,97
216,Dubuque,-90.658609,42.496464,"American, BBQ, Seafood",25,Dollar($),No,No,2,3.3,65
1,New Delhi,77.1683776,28.5879488,"Cafe, Italian, North Indian",600,Indian Rupees(Rs.),No,Yes,2,3.6,365
1,New Delhi,77.2041824,28.6958742,Mithai,100,Indian Rupees(Rs.),No,No,1,2.8,5
1,New Delhi,77.120911,28.552036,North Indian,1000,Indian Rupees(Rs.),Yes,No,3,3.5,26
1,Faridabad,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,3.4,22
1,New Delhi,77.1044433,28.6764727,"Chinese, Thai",700,Indian Rupees(Rs.),No,Yes,2,3.2,50
1,New Delhi,77.2404704,28.6428148,South Indian,200,Indian Rupees(Rs.),No,No,1,3,5
1,New Delhi,77.1709048,28.5569236,Chinese,300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1737481,28.6447151,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,1,4.1,150
1,New Delhi,77.221205,28.5677197,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,1,3.8,160
1,New Delhi,77.1183726,28.6475147,"Kashmiri, North Indian, Mughlai, South Indian, Maharashtrian, Gujarati",1100,Indian Rupees(Rs.),Yes,No,3,4.4,676
1,New Delhi,77.2243937,28.6337562,"Bakery, Desserts",350,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.0157175,28.4652054,Bakery,800,Indian Rupees(Rs.),No,No,2,3.5,25
1,New Delhi,77.26684134,28.57094736,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,1,3.2,88
1,New Delhi,77.241099,28.5527158,North Indian,100,Indian Rupees(Rs.),No,No,1,0,0
216,Sioux City,-96.4048,42.4985,Burger,10,Dollar($),No,No,1,3.7,97
1,Puducherry,79.82895,11.99078611,"Italian, Pizza",1000,Indian Rupees(Rs.),No,No,4,3.8,513
1,Noida,77.3322975,28.5579718,"Chinese, Thai, Fast Food",650,Indian Rupees(Rs.),No,Yes,2,3.8,40
1,New Delhi,77.1187632,28.5426875,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,No,2,2.9,6
1,Noida,77.3717413,28.5528331,Bakery,150,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.23840289,28.57825443,"North Indian, Bengali",700,Indian Rupees(Rs.),No,Yes,2,2.7,8
1,New Delhi,77.199075,28.56540556,Cafe,450,Indian Rupees(Rs.),No,No,1,2.8,16
1,New Delhi,77.162132,28.5921448,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2304115,28.5732124,"North Indian, Mughlai, Kashmiri",1500,Indian Rupees(Rs.),Yes,Yes,3,3.5,208
1,New Delhi,77.2203517,28.5851606,Bakery,400,Indian Rupees(Rs.),No,No,1,0,1
216,Savannah,-81.092484,32.081394,"Pizza, Seafood, Steak",70,Dollar($),No,No,4,4,687
1,New Delhi,77.1237408,28.5462109,"North Indian, Fast Food, Biryani",500,Indian Rupees(Rs.),No,No,2,2.9,15
1,New Delhi,77.2154113,28.5496438,Ice Cream,200,Indian Rupees(Rs.),No,No,1,3.5,23
1,New Delhi,77.1497494,28.6937508,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,2,3.8,99
1,New Delhi,77.1202901,28.6389393,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,2,2.6,25
1,Faridabad,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900,Indian Rupees(Rs.),Yes,No,2,3.8,134
1,Amritsar,74.884384,31.644532,North Indian,300,Indian Rupees(Rs.),No,No,1,3.9,151
1,New Delhi,77.222732,28.6577424,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,1,3.1,14
1,Bhubaneshwar,85.83394811,20.31149633,"North Indian, Asian, European",850,Indian Rupees(Rs.),No,No,2,3.7,118
1,New Delhi,77.2419073,28.5923217,North Indian,350,Indian Rupees(Rs.),No,No,1,0,2
1,Gurgaon,77.0566033,28.4493778,Fast Food,300,Indian Rupees(Rs.),No,No,1,0,1
1,Noida,77.37454668,28.58168431,"Tibetan, Street Food",100,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1951986,28.5762189,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,2.4,65
1,Faridabad,77.3203273,28.4104693,North Indian,250,Indian Rupees(Rs.),No,No,1,0,2
1,Gurgaon,77.0671006,28.4906203,"Bakery, Chinese, North Indian",250,Indian Rupees(Rs.),No,No,1,0,0
1,Varanasi,82.982869,25.270943,Chinese,600,Indian Rupees(Rs.),No,No,3,3.5,172
1,New Delhi,77.1064052,28.6425185,Fast Food,250,Indian Rupees(Rs.),No,No,1,3.1,8
1,Noida,77.3387224,28.5923274,Fast Food,300,Indian Rupees(Rs.),No,No,1,3,4
1,New Delhi,77.1966218,28.5465078,Cafe,650,Indian Rupees(Rs.),No,Yes,2,3.6,104
1,Noida,77.3427604,28.603325,North Indian,150,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.3597643,28.6086827,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,3.1,29
216,Macon,-83.624,32.5786,Italian,25,Dollar($),No,No,2,3.7,104
1,Noida,77.3618278,28.5692496,"American, Italian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,0,3
1,Noida,77.38271,28.5645272,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,1,2.9,10
1,Indore,75.8747647,22.7322253,"Cafe, Continental, Italian, Street Food",800,Indian Rupees(Rs.),No,No,3,4,341
1,Noida,77.33417619,28.56437507,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,4,183
1,New Delhi,77.21947454,28.52748139,"Continental, Italian, North Indian",1200,Indian Rupees(Rs.),Yes,No,3,3.6,217
1,Faridabad,77.291919,28.4221037,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.24076111,28.63814444,Parsi,500,Indian Rupees(Rs.),No,No,2,3.7,85
1,New Delhi,77.1907064,28.7059577,Mithai,200,Indian Rupees(Rs.),No,No,1,3.2,16
1,Aurangabad,75.358888,19.875908,"North Indian, Chinese, Continental, Italian, Mexican",1800,Indian Rupees(Rs.),No,No,4,3.4,94
1,New Delhi,77.2487359,28.5403982,"North Indian, Mughlai, Biryani, Bengali",650,Indian Rupees(Rs.),No,Yes,2,3.5,443
1,New Delhi,77.0688364,28.6029698,North Indian,150,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.0688571,28.6823752,North Indian,650,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.13308394,28.67063315,"Fast Food, Chinese, North Indian",800,Indian Rupees(Rs.),Yes,No,2,3.3,49
1,New Delhi,77.1306743,28.6939262,"North Indian, Chinese, Continental, Thai",1000,Indian Rupees(Rs.),Yes,No,3,3.3,10
1,New Delhi,77.1698154,28.7090143,Cafe,450,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.2145148,28.5617035,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,No,1,2.7,26
1,New Delhi,77.2249885,28.5683377,"North Indian, Chinese",350,Indian Rupees(Rs.),No,No,1,0,0
1,Faridabad,77.3074031,28.4693655,Chinese,1300,Indian Rupees(Rs.),No,Yes,3,4.1,239
1,New Delhi,77.227277,28.631407,"Seafood, Chinese",4500,Indian Rupees(Rs.),Yes,No,4,3.6,62
1,Gurgaon,77.0867096,28.5026368,Cafe,2000,Indian Rupees(Rs.),No,No,4,2.7,27
1,Noida,77.3660074,28.6132102,Chinese,350,Indian Rupees(Rs.),No,No,1,0,1
1,Faridabad,0,0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2963556,28.5925202,"North Indian, Chinese, Continental",1250,Indian Rupees(Rs.),Yes,No,3,3.3,131
1,New Delhi,77.1401237,28.7133009,"North Indian, Chinese, Italian",600,Indian Rupees(Rs.),No,Yes,2,3.3,24
1,New Delhi,77.1898978,28.7017609,North Indian,400,Indian Rupees(Rs.),No,No,1,3,11
1,Gurgaon,77.0796953,28.4499671,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,0,1
216,Augusta,-82.1328,33.5406,Thai,35,Dollar($),No,No,3,4.3,317
1,New Delhi,0,0,"Continental, Chinese, North Indian",600,Indian Rupees(Rs.),Yes,No,2,3.5,21
214,Abu Dhabi,54.51003961,24.36312973,"Pakistani, Afghani, Indian, Hyderabadi",50,Emirati Diram(AED),No,Yes,2,4,277
216,Boise,-116.347304,43.619108,"American, BBQ, Steak",25,Dollar($),No,No,2,4,369
1,New Delhi,77.1724967,28.6440161,Fast Food,100,Indian Rupees(Rs.),No,No,1,2.9,5
1,New Delhi,77.2829523,28.6597564,Pizza,350,Indian Rupees(Rs.),No,No,1,0,1
1,Noida,77.5078343,28.4644343,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,2,2.9,6
1,New Delhi,77.2853594,28.5388021,North Indian,200,Indian Rupees(Rs.),No,No,1,0,1
1,Aurangabad,75.31889444,19.86696944,"North Indian, Chinese, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,2,3.3,76
1,Faridabad,77.2969354,28.4300562,"Ice Cream, Desserts, Beverages",400,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1901673,28.649659,Desserts,150,Indian Rupees(Rs.),No,No,1,3.6,99
216,Macon,-83.628703,32.83654,"Desserts, Greek, Sandwich",10,Dollar($),No,No,1,4.3,244
1,New Delhi,77.2882328,28.6785579,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,2.8,11
1,Nashik,73.75463597,20.00669049,Fast Food,400,Indian Rupees(Rs.),No,No,2,3.5,80
1,Noida,77.32411414,28.56914544,"North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,3,3.8,477
1,New Delhi,77.0820473,28.6300262,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,3,2.6,105
1,New Delhi,77.2196556,28.5291378,Street Food,500,Indian Rupees(Rs.),No,No,2,3.6,66
1,New Delhi,76.9797118,28.613206,Mithai,200,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.13401467,28.67055843,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,2.6,167
1,Noida,77.386199,28.5722136,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,2,0,1
1,Gurgaon,77.1042012,28.434018,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,2,3.6,110
1,New Delhi,77.0800517,28.6301104,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,2,3.4,122
1,New Delhi,77.162961,28.7065551,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,3.2,24
1,New Delhi,77.1904379,28.7058031,"Mithai, South Indian",200,Indian Rupees(Rs.),No,No,1,3.3,32
1,New Delhi,77.1716444,28.5568582,Fast Food,200,Indian Rupees(Rs.),No,No,1,2.8,7
1,New Delhi,77.1184863,28.542164,Mithai,200,Indian Rupees(Rs.),No,No,1,2.7,14
1,Gurgaon,77.0817637,28.4673798,"North Indian, Mughlai",700,Indian Rupees(Rs.),Yes,Yes,2,3.8,239
1,Faridabad,77.3060306,28.4749127,Mughlai,500,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.1835542,28.6872232,"Pizza, Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,2,3.4,17
1,Gurgaon,77.0992983,28.4250375,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,1,2.9,4
1,New Delhi,77.15538889,28.56141389,"North Indian, South Indian, Mughlai",900,Indian Rupees(Rs.),Yes,No,2,2.9,6
1,New Delhi,77.1199768,28.6669277,Desserts,300,Indian Rupees(Rs.),No,Yes,1,3.5,19
1,New Delhi,77.19439723,28.56729585,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,2,3.5,40
216,Pensacola,-87.142602,30.335521,"Caribbean, Seafood, Steak",40,Dollar($),No,No,3,3.5,479
1,New Delhi,77.1890039,28.5793611,"Cafe, Continental",2000,Indian Rupees(Rs.),No,No,4,3.6,32
1,New Delhi,77.2275373,28.6005429,"Asian, Thai, Chinese",1600,Indian Rupees(Rs.),Yes,Yes,3,4.1,1330
1,Noida,77.32459467,28.56839947,"Biryani, North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,2,3.5,430
1,New Delhi,77.2305013,28.6561097,Mithai,150,Indian Rupees(Rs.),No,No,1,3.2,7
1,New Delhi,77.2971584,28.5413284,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,3,2.6,72
1,Mangalore,74.84665556,12.87073611,"Finger Food, Continental, North Indian",800,Indian Rupees(Rs.),No,No,3,3.8,290
1,New Delhi,77.296874,28.5411385,"Chinese, Thai",650,Indian Rupees(Rs.),No,No,2,3.1,81
1,Noida,0,0,North Indian,500,Indian Rupees(Rs.),No,No,2,0,0
1,Noida,77.3550388,28.6220057,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,Goa,73.74360556,15.58565833,Fast Food,1100,Indian Rupees(Rs.),No,No,4,4.8,415
1,Gurgaon,77.0594005,28.4446522,Chinese,200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.248986,28.556008,Bihari,300,Indian Rupees(Rs.),No,Yes,1,2.8,4
1,New Delhi,77.1778168,28.6924171,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.2,101
1,New Delhi,77.1209657,28.6370195,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,1,3.3,21
1,Goa,73.74947806,15.56129549,"North Indian, Continental, Chinese, Seafood",1400,Indian Rupees(Rs.),No,No,4,4.3,2191
1,New Delhi,77.1765254,28.6449035,"Fast Food, Healthy Food",350,Indian Rupees(Rs.),No,Yes,1,3.9,54
1,New Delhi,77.2860319,28.6820472,Chinese,200,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1907064,28.6455898,"South Indian, North Indian",600,Indian Rupees(Rs.),No,No,2,3.5,88
1,New Delhi,77.1212104,28.637075,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2067363,28.5568936,"North Indian, Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,2,3.3,157
1,New Delhi,0,0,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,1,0,1
1,Faridabad,77.3291609,28.3754863,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,2.8,20
1,Gurgaon,77.0696558,28.5050072,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2304115,28.5731228,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.7,308
1,New Delhi,77.137416,28.736207,"Bakery, Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,1,3.2,73
1,New Delhi,77.18585833,28.54039444,Street Food,100,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.223226,28.5837316,Asian,2100,Indian Rupees(Rs.),Yes,No,4,4.1,278
1,New Delhi,77.2298726,28.574147,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,2.9,102
1,New Delhi,77.2029119,28.7073367,North Indian,500,Indian Rupees(Rs.),No,No,2,0,1
1,Noida,77.381653,28.519906,Street Food,150,Indian Rupees(Rs.),No,No,1,0,0
1,Faridabad,77.2930411,28.4992231,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,3.1,18
1,New Delhi,77.2042264,28.6953048,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,3,3.4,143
1,Goa,73.7666682,15.5062047,"Goan, Seafood, Chinese",800,Indian Rupees(Rs.),No,No,3,4.2,414
216,Rest of Hawaii,-156.667037,20.992316,"Breakfast, Burger",25,Dollar($),No,No,2,4.4,552
1,New Delhi,77.2129078,28.5369107,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,1,3.4,214
1,New Delhi,77.1249212,28.54646,"Mithai, North Indian, South Indian, Chinese, Street Food",600,Indian Rupees(Rs.),No,No,2,2.9,6
1,New Delhi,77.26170357,28.53804707,North Indian,450,Indian Rupees(Rs.),No,Yes,1,2.6,24
1,New Delhi,77.2815369,28.6592597,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,1,3,16
1,New Delhi,77.2435238,28.5916689,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,1,3.2,40
1,Faridabad,77.2964494,28.4296999,Asian,500,Indian Rupees(Rs.),No,No,2,0,1
1,Vizag,0,0,"North Indian, Chinese, Mediterranean",1600,Indian Rupees(Rs.),No,No,4,4.9,345
1,New Delhi,77.2417726,28.5426944,"Kashmiri, North Indian",1200,Indian Rupees(Rs.),Yes,No,3,3.2,14
1,Gurgaon,77.0316635,28.5088043,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,2.9,6
214,Sharjah,55.39922744,25.34839077,"Chinese, Thai",130,Emirati Diram(AED),No,Yes,4,3.8,227
1,Gurgaon,0,0,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2295582,28.65051,"Fast Food, Beverages",150,Indian Rupees(Rs.),No,No,1,4.1,169
1,New Delhi,77.2972363,28.5413197,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,Yes,2,3.2,67
1,Noida,77.3264863,28.57003427,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,Yes,1,3.2,47
148,Auckland,174.7695519,-36.8453314,American,65,NewZealand($),No,No,3,4.1,431
1,New Delhi,77.162132,28.5921448,Pizza,600,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.2239998,28.5625562,Continental,1500,Indian Rupees(Rs.),Yes,No,3,3.9,188
1,Gurgaon,77.0887329,28.4951674,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,3.8,701
1,New Delhi,77.2321395,28.6296552,"Bakery, Mithai",200,Indian Rupees(Rs.),No,No,1,3,4
1,Noida,77.3997654,28.585038,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,2,2.9,8
1,New Delhi,77.2097112,28.5340565,Fast Food,150,Indian Rupees(Rs.),No,No,1,3.6,82
216,Albany,-84.2228,31.6077,"American, Burger, Sandwich",25,Dollar($),No,No,2,3.5,57
1,New Delhi,77.1362569,28.6543517,"North Indian, Chinese, Fast Food",1100,Indian Rupees(Rs.),Yes,No,3,3.4,74
1,New Delhi,77.249361,28.5498255,"Bakery, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.7,44
1,New Delhi,77.18557075,28.64546136,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,Yes,2,2.5,38
1,New Delhi,77.3121633,28.66982713,Mithai,300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1204612,28.6383943,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,2,3.4,49
1,Noida,77.32541844,28.57096149,"American, Continental, North Indian, Chinese",1550,Indian Rupees(Rs.),Yes,No,3,3.6,425
1,New Delhi,77.1203142,28.6391596,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,2,3.2,16
1,Gurgaon,77.0715115,28.5096894,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,1,3.8,127
1,Noida,0,0,Chinese,200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2192812,28.7095569,North Indian,100,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.24104444,28.63255,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,2,3.2,25
1,New Delhi,77.2303666,28.5732529,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,Indian Rupees(Rs.),Yes,Yes,3,4,460
1,New Delhi,77.0968803,28.6353891,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,1,3.4,25
216,Waterloo,-92.4457417,42.5354081,"Coffee and Tea, Desserts, Beverages",10,Dollar($),No,No,1,3.7,136
1,New Delhi,77.1430501,28.7056604,"Finger Food, North Indian, Chinese",2000,Indian Rupees(Rs.),Yes,No,4,2.8,19
1,New Delhi,77.0638218,28.6242121,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.31794111,28.66686832,"Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,2,3.8,122
1,New Delhi,77.2404428,28.6482292,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2860243,28.6326548,Bakery,200,Indian Rupees(Rs.),No,No,1,3.1,6
1,New Delhi,77.25,28.53,"Chinese, Mughlai, North Indian",650,Indian Rupees(Rs.),No,Yes,2,3.6,82
1,New Delhi,76.9858415,28.6135195,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2266392,28.5997404,"Bakery, Fast Food",600,Indian Rupees(Rs.),No,No,2,4,220
1,New Delhi,77.3008167,28.6194659,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,3,2.6,94
1,Gurgaon,77.0411995,28.4164952,Bakery,1000,Indian Rupees(Rs.),No,No,3,3.6,42
1,New Delhi,77.1146413,28.6535887,North Indian,200,Indian Rupees(Rs.),No,No,1,2.9,5
1,Noida,0,0,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,0,0
191,Colombo,79.84423889,6.932813889,Seafood,4000,Sri Lankan Rupee(LKR),No,No,4,4.9,203
1,New Delhi,77.2959276,28.6425644,North Indian,450,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.1738591,28.5724323,Thai,1500,Indian Rupees(Rs.),No,No,3,4.1,259
1,New Delhi,77.25889722,28.53269444,Fast Food,700,Indian Rupees(Rs.),No,No,2,3.3,17
1,New Delhi,77.1907078,28.7068586,Chinese,500,Indian Rupees(Rs.),No,No,2,3.1,105
1,New Delhi,77.1729156,28.6933274,Fast Food,350,Indian Rupees(Rs.),No,Yes,1,2.8,7
1,New Delhi,77.2739834,28.65745298,Mughlai,300,Indian Rupees(Rs.),No,No,1,3.1,6
1,New Delhi,77.1779476,28.5642644,"North Indian, South Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,2.9,11
1,New Delhi,77.2420436,28.5335013,Bakery,500,Indian Rupees(Rs.),No,No,2,3.4,17
1,New Delhi,77.2911149,28.6409665,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,1,3.3,17
1,New Delhi,77.2124201,28.5357513,Chinese,650,Indian Rupees(Rs.),No,Yes,2,3.8,306
1,New Delhi,77.1996906,28.551193,"Bakery, Mithai",200,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.28979267,28.68933208,Mithai,150,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.2043423,28.5418706,North Indian,50,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.24579573,28.55838722,"Afghani, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,0,2
1,New Delhi,77.2877168,28.53938,Chinese,400,Indian Rupees(Rs.),No,No,1,3.1,4
1,New Delhi,77.24604115,28.55872293,North Indian,500,Indian Rupees(Rs.),No,No,2,3.1,22
1,New Delhi,77.2167814,28.5357192,"Chinese, Tibetan",400,Indian Rupees(Rs.),No,Yes,1,3.2,17
216,Augusta,-82.141284,33.521291,"Burger, Seafood",25,Dollar($),No,No,2,4,326
1,New Delhi,77.3363461,28.60584544,"Continental, Italian, Fast Food",300,Indian Rupees(Rs.),No,No,1,0,1
1,Coimbatore,76.940432,11.02091,"North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),No,No,2,4.2,221
1,New Delhi,77.2194086,28.5897758,Chinese,450,Indian Rupees(Rs.),No,No,1,3,63
1,New Delhi,77.1937384,28.527825,South Indian,250,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,0,0,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2838434,28.634669,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,2,3.5,66
1,New Delhi,77.2531326,28.5492872,North Indian,200,Indian Rupees(Rs.),No,No,1,3.2,14
1,New Delhi,77.2043582,28.5513556,"North Indian, Mughlai, Chinese",1100,Indian Rupees(Rs.),Yes,Yes,3,3.4,195
1,Gurgaon,77.0206596,28.4667157,North Indian,500,Indian Rupees(Rs.),No,No,2,3.2,18
1,New Delhi,77.2970156,28.6186666,South Indian,300,Indian Rupees(Rs.),No,No,1,3.3,23
1,New Delhi,77.087897,28.554463,"Fast Food, Italian, Pizza",550,Indian Rupees(Rs.),No,No,2,3.2,33
1,Gurgaon,77.0724033,28.4471752,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,2,3.7,427
1,Patna,85.14115833,25.61704444,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,3,3.3,162
